country,site_code,survey,indicator_full,indicator_condensed,survey_question_code,full_question,response_options
Philippines,DCARMEN,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,MASINLO,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,24_over_the_past_6_months_which_of_the_following_options_best_describe_you_about_measuring_your_catch_and_reporting_it_converted,"(24). Over the past 6 months, which of the following options best describe you about measuring your catch and reporrting it?","[ ] I have never considered measuring my catch and reporting it	[ ] I am considering measuring my catch and reporting it	[ ] I intend to measure my catch and reporting it	[ ] I have currently oarticipated in catch reporting and reporting"
Philippines,CULASI_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,DAPACOR,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,DCARMEN,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,MASINLO,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - Management Participation,Management Participation,25_over_the_past_6_months_which_of_the_following_best_describes_you_about_attending_discussing_and_meetings_on_fisheries_management_converted,"(25). Over the past 6 months, which of the following best describes you about attending discussing and meetings on fisheries management?","[ ] I do not know about the discussions and meeting on fisheries management	[ ] I am considering n participating discussions and meetings on fisheries management	[ ] I intend to participate in discussion and meetings on fisheries management	[ ] I have already participating in discussions and meetings on fisheries management"
Philippines,CULASI_,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,DAPACOR,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,DCARMEN,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,MASINLO,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - NTZ Compliance,NTZ Compliance,26_over_the_past_6_months_which_of_the_following_options_best_describes_you_about_following_complying_to_fishing_rules_and_regulations_of_the_management_access_sanctuary_converted,"(26). Over the past 6 months, which of the following options best describes you about following/complying to fishing rules and regulations of the management access + sanctuary?","[ ] I do know about the fishing policies of MAA+S	[ ] I am considering in complying with the fishing policies of MAA+S	[ ] I intend in complying with the fishing policies of MAA+S	[ ] I am complying with the fishing policies of MAA+S"
Philippines,BINDOY_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,are_you_a_member_of_a_fishermans_association_in_your_barangay_converted,Are you a member of a Fisherman's Association in your barangay?,"[ ] Yes	[ ] No	[ ] No Answer"
Philippines,CULASI_,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DAPACOR,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DCARMEN,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MASINLO,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,c_reporting_my_catch_converted,"(27). In the past 6 months, please tell me if you have done the following actions: Reporting my catch","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,AYUNGON,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,catch_monitoring_and_reporting_over_the_past_12_months_converted,23C. Which of the following options best describes you? Over the past 12 months: catch monitoring and reporting.,"I intend to participate in the catch monitoring and reporting, I have never considered in participating the catch monitoring and reporting, I intend to participate in the catch monitoring and reportingand I have discussed my intention to participate the catch monitoring and reporting with other fisherfolks, I have currently participated in the catch monitoring and reporting. I am considering to participate in catch monitoring and reporting."
Philippines,BINDOY_,Sustainable Fishing Practices,BC - Catch Reporting,Catch Reporting,catch_monitoring_and_reporting_over_the_past_12_months_converted,23C. Which of the following options best describes you? Over the past 12 months: catch monitoring and reporting.,"I intend to participate in the catch monitoring and reporting, I have never considered in participating the catch monitoring and reporting, I intend to participate in the catch monitoring and reportingand I have discussed my intention to participate the catch monitoring and reporting with other fisherfolks, I have currently participated in the catch monitoring and reporting. I am considering to participate in catch monitoring and reporting."
Philippines,CULASI_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DAPACOR,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DCARMEN,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MASINLO,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - Management Participation,Management Participation,d_attending_meetings_and_consultations_about_fisheries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: D. Attending meetings and consultations about fisheries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,CULASI_,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DAPACOR,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,DCARMEN,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,GUBATRA,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LIBERTA,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LOOCBAH,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,LUBANG_,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MANJUYO,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MASINLO,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,MERCEDE,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,SCARLOS,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,TAYASAN,Sustainable Fishing Practices,BC - TURF Compliance,TURF Compliance,e_use_of_allowed_fishing_gear_in_designated_area_outside_the_marine_sanctuaries_converted,"(27). In the past 6 months, please tell me if you have done the following actions: E. Use of allowed fishing gear in designated area outside the marine sanctuaries","[ ] Yes	[ ] No	[ ] No Answer"
Philippines,AYUNGON,Sustainable Fishing Practices,BC - Licensing,Licensing,fisherfolk_registration_over_the_past_12_months_converted,23A. Which of the following options best describes you? Over the past 12 months:,"I have never considered applying for fisherfolk registration, I am considering applying for fisherfolk registration, I intend to apply for a fisherfolk registration, I have applied for a fisherfolk registration, I intend to apply for a fisherfolk registration and I have discussed my intentions, no response"
Philippines,BINDOY_,Sustainable Fishing Practices,BC - Licensing,Licensing,fisherfolk_registration_over_the_past_12_months_converted,23A. Which of the following options best describes you? Over the past 12 months:,"I have never considered applying for fisherfolk registration, I am considering applying for fisherfolk registration, I intend to apply for a fisherfolk registration, I have applied for a fisherfolk registration, I intend to apply for a fisherfolk registration and I have discussed my intentions, no response"
